,autor,libro,metaTL,poema,fragmento,destinatario,texto,AA#1-Espasa(1989)-Roman num.,AA#2-Espasa(1989)-Arabian num.,MM#1-Etc.,MM#2-Etc.,,,,,,,
50343,Antonio Machado,02-Campos de Castilla (1907-1917),,(Parábolas,II,A D. Vicente Ciurana.,"Sobre la limpia arena, en el tartesio llano 
por donde acaba España y sigue el mar, 
hay dos hombres que apoyan la cabeza en la mano; 
uno duerme, y el otro parece meditar. 
El uno, en la mañana de tibia primavera, 
junto a la mar tranquila, 
ha puesto entre sus ojos y el mar que reverbera, 
los párpados, que borran el mar en la pupila. 
Y se ha dormido, y sueña con el pastor Proteo, 
que sabe los rebaños del marino guardar; 
y sueña que le llaman las hijas de Nereo, 
y ha oído a los caballos de Poseidón hablar. 
El otro mira al agua. Su pensamiento flota; 
hijo del mar, navega—o se pone a volar. 
Su pensamiento tiene un vuelo de gaviota,
que ha visto un pez de plata en el agua saltar. 
Y piensa: «Es esta vida una ilusión marina 
de un pescador que un día ya no puede pescar.»
El soñador ha visto que el mar se le ilumina, 
y sueña que es la muerte una ilusión del mar.",CXXXVII,137,,,,,,,,,
50344,Antonio Machado,02-Campos de Castilla (1907-1917),,(Parábolas,III,,"Érase de un marinero 
que hizo un jardín junto al mar, 
y se metió a jardinero. 
Estaba el jardín en flor, 
y el jardinero se fue 
por esos mares de Dios.",CXXXVII,137,,,,,,,,,
50345,Antonio Machado,02-Campos de Castilla (1907-1917),,(Parábolas,IV (Consejos),,"Sabe esperar, aguarda que la marea fluya, 
—así en la costa un barco—sin que al partir te inquiete. 
Todo el que aguarda sabe que la victoria es suya; 
porque la vida es larga y el arte es un juguete. 
Y sí la vida es corta 
y no llega la mar a tu galera, 
aguarda sin partir y siempre espera, 
que el arte es largo y, además, no importa.
",CXXXVII,137,,,,,,,,,
50346,Antonio Machado,02-Campos de Castilla (1907-1917),,(Parábolas,V (Profesión de fe),,"Dios no es el mar, está en el mar; riela 
como luna en el agua, o aparece 
como una blanca vela; 
en el mar se despierta o se adormece. 
Creó la mar, y nace 
de la mar cual nube y la tormenta; 
es el Criador y la criatura lo hace; 
su aliento es alma, y por el alma alienta. 
Yo he de hacerte, mi Dios, cual tú me hiciste, 
y para darte el alma que me diste 
en mí te he de crear. Que el puro río 
de caridad que fluye eternamente, 
fluya en mi corazón. ¡Seca, Dios mío, 
de una fe sin amor la turbia fuente!",CXXXVII,137,,,,,,,,,
50347,Antonio Machado,02-Campos de Castilla (1907-1917),,(Parábolas,VI,,"El Dios que todos llevamos, 
el Dios que todos hacemos, 
el Dios que todos buscamos
y que nunca encontraremos. 
Tres dioses o tres personas 
del solo Dios verdadero.",CXXXVII,137,,,,,,,,,
50348,Antonio Machado,02-Campos de Castilla (1907-1917),,(Parábolas,VII,,"Dice la razón: Busquemos 
la verdad! 
Y el corazón: Vanidad. 
La verdad ya la tenemos. 
La razón: ¡Ay, quién alcanza 
la verdad! 
El corazón: Vanidad. 
La verdad es la esperanza. 
Dice la razón: Tú mientes. 
Y contesta el corazón: 
Quien miente eres tú, razón, 
que dices lo que no sientes. 
La razón: Jamás podremos 
entendernos, corazón. 
El corazón: Lo veremos.",CXXXVII,137,,,,,,,,,
50349,Antonio Machado,02-Campos de Castilla (1907-1917),,(Parábolas,VIII,,"Cabeza meditadora, 
¡qué lejos se oye el zumbido 
de la abeja libadora! 

Echaste un velo de sombra 
sobre el bello mundo, y vas 
creyendo ver, porque mides 
la sombra con un compás. 

Mientras la abeja fabrica, 
melifica, 
con jugo de campo y sol, 
yo voy echando verdades 
que nada son, vanidades 
al fondo de mi crisol. 
De la mar al percepto, 
del percepto al concepto,
del concepto a la idea 
—¡oh, la linda tarea!—, 
de la idea a la mar. 
¡Y otra vez a empezar!",CXXXVII,137,,,,,,,,,
50350,Antonio Machado,02-Campos de Castilla (1907-1917),,(Mi bufón),,,"El demonio de mis sueños 
ríe con sus labios rojos, 
sus negros y vivos ojos, 
sus dientes finos, pequeños. 
Y jovial y picaresco 
se lanza a un baile grotesco, 
luciendo el cuerpo deforme 
y su enorme 
joroba. Es feo y barbudo, 
y chiquitín y panzudo. 
Yo no sé por qué razón, 
de mi tragedia, bufón, 
te ríes . . . Mas tú eres vivo 
por tu danzar sin motivo.",CXXXVIII,138,,,,,,,,,
50351,Antonio Machado,02-Campos de Castilla (1907-1917),Elogios,(A don Francisco Giner de los Ríos),,,"Como se fue el maestro, 
la luz de esta mañana 
me dijo: Van tres días 
que mi hermano Francisco no trabaja. 
¿Murió? . . . Sólo sabemos 
que se nos fue por una senda clara, 
diciéndonos: Hacedme 
un duelo de labores y esperanzas. 
Sed buenos y no más, sed lo que he sido 
entre vosotros: alma. 
Vivid, la vida sigue, 
los muertos mueren y las sombras pasan; 
lleva quien deja y vive el que ha vivido. 
¡Yunques, sonad; enmudeced, campanas!

Y hacia otra luz más pura 
partió el hermano de la luz del alba, 
del sol de los talleres, 
el viejo alegre de la vida santa. 
... Oh, sí, llevad, amigos, 
su cuerpo a la montaña, 
a los azules montes 
del ancho Guadarrama. 
Allí hay barrancos hondos 
de pinos verdes donde el viento canta. 
Su corazón repose 
bajo una encina casta, 
en tierra de tomillos, donde juegan 
mariposas doradas . . . 
Allí el maestro un día 
soñaba un nuevo florecer de España.

(Baeza, 21 febrero 1915.)",CXXXIX,139,,,,,,,,,
50352,Antonio Machado,02-Campos de Castilla (1907-1917),Elogios,(Al joven medí tador José Ortega y Gasset),,,"A ti laurel y yedra 
corónente, dilecto 
de Sofía, arquitecto. 
Cincel, martillo y piedra 
y masones te sirvan; las montañas 
de Guadarrama frío 
te brinden el azul de sus entrañas, 
meditador de otro Escorial sombrío. 
Y que Felipe austero, 
al borde de su regia sepultura, 
asome a ver la nueva arquitectura, 
y bendiga la prole de Lutero.",CXL,140,,,,,,,,,
50353,Antonio Machado,02-Campos de Castilla (1907-1917),Elogios,(A Xavier Valcarce),,,"Valcarce, dulce amigo, si tuviera 
la voz que tuve antaño, cantaría
el intermedio de tu primavera 
—porque aprendiz he sido de ruiseñor un día—, 
y el rumor de tu huerto—entre las flores 
el agua oculta corre, pasa y suena 
por acequias, regatos y atanores—, 
y el inquieto bullir de tu colmena, 
y esa doliente juventud que tiene 
ardores de faunalias, 
y que pisando viene 
la huella a mis sandalias. 

Mas hoy . . . ¿será porque el enigma grave 
me tentó en la desierta galería, 
y abrí con una diminuta llave 
el ventanal del fondo que da a la mar sombría? 
¿Será porque se ha ido 
quien asentó mis pasos en la tierra,
y en este nuevo ejido 
sin rubia mies, la soledad me aterra? 

No sé, Valcarce, mas cantar no puedo; 
se ha dormido la voz en mi garganta, 
y tiene el corazón un salmo quedo. 
Ya sólo reza el corazón, no canta. 

Mas hoy, Valcarce, como un fraile viejo 
puedo hacer confesión, que es dar consejo. 
En este día claro, en que descansa 
tu carne de quimeras y amoríos 
—así en amplio silencio se remansa 
el agua bullidora de los ríos—, 
no guardes en tu cofre la galana 
veste dominical, el limpio traje, 
para llenar de lágrimas mañana 
la mustia seda y el marchito encaje,
sino viste, Valcarce, dulce amigo, 
gala de fiesta para andar contigo. 

Y cíñete la espada rutilante, 
y lleva tu armadura,
el peto de diamante 
debajo de la blanca vestidura. 
¡Quién sabe! Acaso tu domingo sea 
la jornada guerrera y laboriosa, 
el día del Señor, que no reposa, 
el claro día en que el Señor pelea.",CXLI,141,,,,,,,,,
50354,Antonio Machado,02-Campos de Castilla (1907-1917),Elogios,(Mariposa de la sierra),,,"¿No eres tú, mariposa, 
el alma de estas sierras solitarias, 
de sus barrancos hondos, 
y de sus cumbres agrias? 
Para que tú nacieras, 
con su varita mágica 
a las tormentas de la piedra, un día, 
mandó callar un hada, 
y encadenó los montes, 
para que tú volaras. 
Anaranjada y negra, 
morenita y dorada, 
mariposa montés, sobre el romero 
plegadas las alillas o, voltarias, 
jugando con el sol, o sobre un rayo 
de sol crucificadas. 
¡Mariposa montés y campesina, 
mariposa serrana,
nadie ha pintado tu color; tú vives 
tu color y tus alas 
en el aire, en el sol, sobre el romero, 
tan libre, tan salada! . . . 
Que Juan Ramón Jiménez 
pulse por ti su lira franciscana. 
 
(Sierra de Cazorla, 28 mayo 1915.)",CXLII,142,,,,,,,,,
50355,Antonio Machado,02-Campos de Castilla (1907-1917),Elogios,(Desde mi rincón),Elogios,"Al libro Castilla, del maestro «Azorín», con motivo del mismo.","Con este libro de melancolía, 
toda Castilla a mi rincón me llega; 
Castilla la gentil y la bravía, 
la parda y la manchega. 
¡Castilla, España de los largos ríos
que el mar no ha visto y corre hacia los mares; 
Castilla de los páramos sombríos, 
Castilla de los negros encinares! 
Labriegos transmarinos y pastores 
trashumantes—arados y merinos—, 
labriegos con talante de señores, 
pastores de color de los caminos. 
Castilla de grisientos peñascales, 
pelados serrijones, 
barbechos y trigales, 
malezas y cambrones. 
Castilla azafranada y polvorienta, 
sin montes, de arreboles purpurinos, 
Castilla visionaria y soñolienta 
de llanuras, viñedos y molinos. 
Castilla—hidalgos de semblante enjuto, 
rudos jaques y orondos bodegueros—, 
Castilla—trajinantes y arrieros
de ojos inquietos, de mirar astuto—, 
mendigos rezadores, 
y frailes pordioseros, 
boteros, tejedores, 
arcadores, perailes, chicarreros, 
lechuzos y rufianes, 
fulleros y truhanes, 
caciques y tahures y logreros. 
¡Oh, venta de los montes!—Fuencebada, 
Fonfría, Oncala, Manzanal, Robledo—. 
¡Mesón de los caminos y posada 
de Esquivias, Salas, Almazán, Olmedo!
La ciudad diminuta y la campana 
de las monjas que tañe, cristalina . . .
¡Oh, dueña doñeguil tan de mañana 
y amor de Juan Ruiz a doña Endrina! 
Las comadres—Gerarda y Celestina—. 
Los amantes—Fernando y Dorotea—. 
¡Oh casa, oh huerto, oh sala silenciosa! 
¡Oh divino vasar en donde posa 
sus dulces ojos verdes Melibea! 
¡Oh jardín de cipreses y rosales, 
donde Calisto ensimismado piensa, 
que tornan con las nubes inmortales 
las mismas olas de la mar inmensa! 
¡Y este hoy que mira a ayer; y este mañana 
que nacerá tan viejo! 
¡Y esta esperanza vana 
de romper el encanto del espejo! 
¡Y esta agua amarga de la fuente ignota! 
¡Y este filtrar la gran hipocondría 
de España siglo a siglo y gota a gota!
¡Y esta alma de Azorín . . . y esta alma mía 
que está viendo pasar, bajo la frente, 
de una España la inmensa galería, 
cual pasa del ahogado en la agonía 
todo su ayer, vertiginosamente! 
Basta. Azorín, yo creo 
en el alma sutil de tu Castilla, 
y en esa maravilla 
de tu hombre triste del balcón, que veo 
siempre añorar, la mano en la mejilla. 
Contra el gesto del persa, que azotaba 
la mar con su cadena; 
contra la flecha que el tahur tiraba 
al cielo, creo en la palabra buena. 
Desde un pueblo que ayuna y se divierte, 
ora y eructa, desde un pueblo impío 
que juega al mus, de espaldas a la muerte, 
creo en la libertad y en la esperanza,
y en una fe que nace
cuando se busca a Dios y no se alcanza, 
y en el Dios que se lleva y que se hace.",CXLIII,143,,,,,,,,,
50356,Antonio Machado,02-Campos de Castilla (1907-1917),Elogios,(Desde mi rincón),Envío,,"¡Oh, tú, Azorín, que de la mar de Ulises 
viniste al ancho llano 
en donde el gran Quijote, el buen Quijano, 
soñó con Esplandianes y Amadises; 
buen Azorín, por adopción manchego, 
que guardas tu alma ibera, 
tu corazón de fuego 
bajo el recio almidón de tu pechera 
—un poco libertario 
de cara a la doctrina,
¡admirable Azorín, el reaccionario 
por asco de la greña jacobina!—;
pero tranquilo, varonil —la espada 
ceñida a la cintura 
y con santo rencor acicalada—, 
sereno en el umbral de tu aventura! 
¡Oh, tú, Azorín, escucha: España quiere 
surgir, brotar, toda una España empieza! 
¿Y ha de helarse en la España que se muere? 
¿Ha de ahogarse en la España que bosteza? 
Para salvar la nueva epifanía 
hay que acudir, ya es hora, 
con el hacha y el fuego al nuevo día. 
Oye cantar los gallos de la aurora. 
 
(Baeza, 1913.)",CXLIII,143,,,,,,,,,
50357,Antonio Machado,02-Campos de Castilla (1907-1917),Elogios,(Una España joven),,,"...Fue un tiempo de mentira, de infamia. A España toda,
la malherida España, de Carnaval vestida
nos la pusieron, pobre y escuálida y beoda,
para que no acertara la mano con la herida.

Fue ayer; éramos casi adolescentes; era
con tiempo malo, encinta de lúgubres presagios,
cuando montar quisimos en pelo una quimera,
mientras la mar dormía ahíta de naufragios.

Dejamos en el puerto la sórdida galera,
y en una nave de oro nos plugo navegar
hacia los altos mares, sin aguardar ribera,
lanzando velas y anclas y gobernalle al mar.

Ya entonces, por el fondo de nuestro sueño —herencia
de un siglo que vencido sin gloria se alejaba—
un alba entrar quería; con nuestra turbulencia
la luz de las divinas ideas batallaba.

Mas cada cual el rumbo siguió de su locura;
agilitó su brazo, acreditó su brío;
dejó como un espejo bruñida su armadura
y dijo: «El hoy es malo, pero el mañana... es mío.»

Y es hoy aquel mañana de ayer... Y España toda,
con sucios oropeles de Carnaval vestida
aún la tenemos: pobre y escuálida y beoda;
mas hoy de un vino malo: la sangre de su herida.

Tú, juventud más joven, si de más alta cumbre
la voluntad te llega, irás a tu aventura
despierta y transparente a la divina lumbre,
como el diamante clara, como el diamante pura.

(1914.)",CXLIV,144,,,,,,,,,
50358,Antonio Machado,02-Campos de Castilla (1907-1917),Elogios,"(España, en paz)",,,"En mi rincón moruno, mientras repiquetea
el agua de la siembra bendita en los cristales,
yo pienso en la lejana Europa que pelea,
el fiero Norte, envuelto en lluvias otoñales.

Donde combaten galos, ingleses y teutones,
allá, en la vieja Flandes y en una tarde fría,
sobre jinetes, carros, infantes y cañones
pondrá la lluvia el velo de su melancolía.

Envolverá la niebla el rojo expoliario
—sordina gris al férreo claror del campamento—,
las brumas de la Mancha caerán como un sudario
de la flamenca duna sobre el fangal sangriento.

Un César ha ordenado las tropas de Germania
contra el francés avaro y el triste moscovita,
y osó hostigar la rubia pantera de Britania.
Medio planeta en armas contra el teutón milita.

¡Señor! La guerra es mala y bárbara; la guerra,
odiada por las madres, las almas entigrece;
mientras la guerra pasa, ¿quién sembrará la tierra?
¿Quién segará la espiga que junio amarillece?

Albión acecha y caza las quillas en los mares;
Germania arruina templos, moradas y talleres;
la guerra pone un soplo de hielo en los hogares,
y el hambre en los caminos, y el llanto en las mujeres.

Es bárbara la guerra y torpe y regresiva;
¿por qué otra vez a Europa esta sangrienta racha
que siega el alma y esta locura acomctiva?
¿Por qué otra vez el hombre de sangre se emborracha?

La guerra nos devuelve las podres y las pestes
del Ultramar cristiano; el vértigo de horrores
que trajo Atila a Europa con sus feroces huestes;
las hordas mercenarias, los púnicos rencores;

La guerra nos devuelve los muertos milenarios
de cíclopes, centauros, Heracles y Teseos;
la guerra resucita los sueños cavernarios
del hombre con peludos mammuthes giganteos.

¿Y bien? El mundo en guerra y en paz España sola.
¡Salud, oh buen Quijano! Por si este gesto es tuyo,
yo te saludo. ¡Salve! Salud, paz española,
si no eres paz cobarde, sino desdén y orgullo.

Si eres desdén y orgullo, valor de ti, si bruñes
en esa paz, valiente, la enmohecida espada,
para tenerla limpia, sin tacha, cuando empuñes
el arma de tu vieja panoplia arrinconada;
si pules y acicalas tus hierros para, un día,
vestir de luz, y erguida: heme aquí, pues, España,
en alma y cuerpo, toda, para una guerra mía,
heme aquí, pues, vestida para la propia hazaña,
decir, para que diga quien oiga: es voz no es eco,
el buen manchego habla palabras de cordura:
parece que el hidalgo amojamado y seco
entró en razón, y tiene espada a la cintura;
entonces, paz de España, yo te saludo.

Si eres
vergüenza humana de esos rencores cabezudos
con que se matan miles de avaros mercaderes,
sobre la madre tierra que los parió desnudos;
si sabes cómo Europa entera se anegaba
en una paz sin alma, en un afán sin vida,
y que una calentura cruel la aniquilaba,
que es hoy la fiebre de esta pelea fratricida;
si sabes que esos pueblos arrojan sus riquezas
al mar y al fuego —todos— para sentirse hermanos
un día ante el divino altar de la pobreza,
gabachos y tudescos, latinos y britaños,
entonces, paz de España, también yo te saludo,
y a ti, la España fuerte, si, en esta paz bendita,
en tu desdeño esculpes, como sobre un escudo,
dos ojos que avizoran y un ceño que medita.

(Baeza, 10 de noviembre de 1914.)",CXLV,145,,,,,,,,,
50359,Antonio Machado,02-Campos de Castilla (1907-1917),Elogios,Esta leyenda en sabio romance campesino,,,"Esta leyenda en sabio romance campesino, 
ni arcaico ni moderno, por Valle-Inclán escrita, 
revela en los halagos de un viento vespertino, 
la santa flor de alma que nunca se marchita.

Es la leyenda campo y campo. Un peregrino 
que vuelve solitario de la sagrada tierra 
donde Jesús morara, camina sin camino, 
entre los agrios montes de la galaica sierra. 

Hilando silenciosa, la rueca a la cintura,
Adega, en cuyos ojos la llama azul fulgura 
de la piedad humilde, en el romero ha visto, 

al declinar la tarde, la pálida figura, 
la frente gloriosa de luz y la amargura 
de amor que tuvo un día el SALVADOR DOM. CRISTO.",CXLVI,146,,,,,,,,,
50360,Antonio Machado,02-Campos de Castilla (1907-1917),Elogios,(Al maestro Rubén Darío),,,"Este noble poeta, que ha escuchado
los ecos de la tarde y los violines 
del otoño en Verlaine, y que ha cortado 
las rosas de Ronsard en los jardines 
de Francia, hoy, peregrino 
de un Ultramar de Sol, nos trae el oro 
de su verbo divino. 
¡Salterios del loor vibran en coro! 
La nave bien guarnida, 
con fuerte casco y acerada prora, 
de viento y luz la blanca vela henchida 
surca, pronta a arribar, la mar sonora. 
Y yo le grito: ¡Salve! a la bandera 
flamígera que tiene 
esta hermosa galera, 
que de una nueva España a España viene. 
 
(1904.)",CXLVII,147,,,,,,,,,
50361,Antonio Machado,02-Campos de Castilla (1907-1917),Elogios,(A la muerte de Rubén Darío),,,"Si era toda en tu verso la armonía del mundo, 
¿dónde fuiste, Darío, la armonía a buscar? 
Jardinero de Hesperia, ruiseñor de los mares, 
corazón asombrado de la música astral, 
¿te ha llevado Dionysos de su mano al infierno 
y con las nuevas rosas triunfante volverás? 
¿Te han herido buscando la soñada Florida, 
la fuente de la eterna juventud, capitán? 
Que en esta lengua madre la clara historia quede; 
corazones de todas las Españas, llorad.
Rubén Darío ha muerto en sus tierras de Oro, 
esta nueva nos vino atravesando el mar. 
Pongamos, españoles, en un severo mármol, 
su nombre, flauta y lira, y una inscripción no más: 
nadie esta lira pulse, si no es el mismo Apolo, 
nadie esta flauta suene, si no es el mismo Pan.
(1916.)
",CXLVIII,148,,,,,,,,,
50362,Antonio Machado,02-Campos de Castilla (1907-1917),Elogios,"(A Narciso Alonso Cortés, poeta de Castilla) . .",,,"Tus versos me han llegado a este rincón manchego, 
regio presente en arcas de rica taracea, 
que guardan, entre ramos de castellano espliego, 
narcisos de Citeres y lirios de Judea. 

En tu árbol viejo anida un canto adolescente, 
del ruiseñor de antaño la dulce melodía. 
Poeta, que declaras arrugas en tu frente, 
tu musa es la más noble: se llama Todavía. 

Al corazón del hombre con red sutil envuelve 
el tiempo, como niebla de río una arboleda. 
¡No mires: todo pasa; olvida: nada vuelve!
Y el corazón del hombre se angustia . . . ¡Nada queda! 

El tiempo rompe el hierro y gasta los marfiles. 
Con limas y barrenas, buriles y tenazas, 
el tiempo lanza obreros a trabajar febriles, 
enanos con punzones y cíclopes con mazas. 

El tiempo lame y roe y pule y mancha y muerde; 
socava el alto muro, la piedra agujerea; 
apaga la mejilla y abrasa la hoja verde; 
sobre las frentes cava los surcos de la idea. 

Pero el poeta afronta el tiempo inexorable, 
como David al fiero gigante filisteo; 
de su armadura busca la pieza vulnerable, 
y quiere obrar la hazaña a que no osó Teseo.

Vencer al tiempo quiere. ¡Al tiempo! ¿Hay un seguro 
donde afincar la lucha? ¿Quién lanzará el venablo 
que cace esa alimaña? ¿Se sabe de un conjuro 
que ahuyente ese enemigo, como la cruz al diablo? 

El alma. El alma vence—¡la pobre cenicienta, 
que en este siglo vano, cruel, empedernido, 
por esos mundos vaga escuálida y hambrienta!
al ángel de la muerte y al agua del olvido. 

Su fortaleza opone al tiempo, como el puente 
al ímpetu del río sus pétreos tajamares; 
bajo ella el tiempo lleva bramando su torrente, 
sus aguas cenagosas huyendo hacia los mares. 

Poeta, el alma sólo es ancla en la ribera, 
dardo cruel y doble escudo adamantino; 
y en el diciembre helado, rosal de primavera; 
y sol del caminante y sombra del camino.

Poeta, que declaras arrugas en tu frente, 
tu noble verso sea más joven cada día; 
que en tu árbol viejo suene el canto adolescente, 
del ruiseñor eterno la dulce melodía. ",CXLIX,149,"(Venta de Cárdenas, 24 octubre.)",,,,,,,,
50363,Antonio Machado,02-Campos de Castilla (1907-1917),Elogios,(Mis poetas),,,"El primero es Gonzalo de Berceo llamado, 
Gonzalo de Berceo, poeta y peregrino, 
que yendo en romería acaeció en un prado, 
y a quien los sabios pintan copiando un pergamino. 

Trovó a Santo Domingo, trovó a Santa María, 
y a San Millán, y a San Lorenzo y Santa Oria, 
y dijo: mi dictado non es de juglaría; 
escrito lo tenemos; es verdadera historia. 

Su verso es dulce y grave: monótonas hileras,
de chopos invernales en donde nada brilla; 
renglones como surcos en pardas sementeras, 
y lejos, las montañas azules de Castilla.

Él nos cuenta el repaire del romero cansado; 
leyendo en santorales y libros de oración, 
copiando historias viejas, nos dice su dictado, 
mientras le sale afuera la luz del corazón.",CL,150,,,,,,,,,
50364,Antonio Machado,02-Campos de Castilla (1907-1917),Elogios,(A don Miguel de Unamuno),,,"Este donquijotesco 
don Miguel de Unamuno, fuerte vasco, 
lleva el arnés grotesco
y el irrisorio casco 
del buen manchego. Don Miguel camina, 
jinete de quimérica montura, 
metiendo espuela de oro a su locura, 
sin miedo de la lengua que malsina. 

A un pueblo de arrieros, 
lechuzas y tahures y logreros 
dicta lecciones de Caballería. 
Y el alma desalmada de su raza, 
que bajo el golpe de su férrea maza 
aún duerme, puede que despierte un día. 

Quiere enseñar el ceño de la duda, 
antes de que cabalgue, al caballero; 
cual nuevo Hamlet, a mirar desnuda 
cerca del corazón la hoja de acero. 

Tiene el aliento de una estirpe fuerte
que soñó más allá de sus hogares, 
y que el oro buscó tras de los mares. 
Él señala la gloria tras la muerte. 
Quiere ser fundador, y dice: Creo; 
Dios y adelante el ánima española . . . 
Y es tan bueno y mejor que fue Loyola: 
sabe a Jesús y escupe al fariseo.",CLI,151,,,,,,,,,
50365,Antonio Machado,02-Campos de Castilla (1907-1917),Elogios,(A Juan Ramón Jiménez),,,"Era una noche del mes 
de mayo, azul y serena. 
Sobre el agudo ciprés 
brillaba la luna llena, 

iluminando la fuente 
en donde el agua surtía 
sollozando intermitente.
Sólo la fuente se oía. 

Después, se escuchó el acento 
de un oculto ruiseñor. 
Quebró una racha de viento 
la curva del surtidor. 

Y una dulce melodía 
vagó por todo el jardín: 
entre los mirtos tañía 
un músico su violín. 

Era un acorde lamento 
de juventud y de amor 
para la luna y el viento, 
el agua y el ruiseñor. 

«El jardín tiene una fuente 
y la fuente una quimera . . .» 
Cantaba una voz doliente,
alma de la primavera. 

Calló la voz y el violín 
apagó su melodía. 
Quedó la melancolía 
vagando por el jardín. 
Sólo la fuente se oía.",CLII,152,,,,,,,,,
50401,Antonio Machado,03-Nuevas canciones (1917-1930),,(Olivo del camino),I,A la memoria de D. Cristóbal Torres,"Parejo de la encina castellana,
crecida sobre el páramo, señero
en los campos de Córdoba la llana
que dieron su caballo al Romancero,
lejos de tus hermanos
que vela el ceño campesino -enjutos
pobladores de lomas y altozanos,
horros de sombra, grávidos de frutos-
olvidado de mano labradora
que pode tu ramaje, y por olvido,
viejo olivo, del hacha leñadora,
¡cuán bello estás junto a la fuente erguido,
bajo este azul cobalto,
como un árbol silvestre, espeso y alto!",CLIII,153,,,,,,,,,
50402,Antonio Machado,03-Nuevas canciones (1917-1930),,(Olivo del camino),II,,"Hoy, a tu sombra, quiero
ver estos campos de mi Andalucía,
como a la vera ayer del Alto Duero
la hermosa tierra de encinar veía.
Olivo solitario,
lejos del olivar, junto a la fuente,
olivo hospitalario
que das tu sombra a un hombre pensativo
y a un agua transparente,
al borde del camino que blanquea,
guarde tus verdes ramas, viejo olivo,
la diosa de ojos glaucos, Atenea.",CLIII,153,,,,,,,,,
50403,Antonio Machado,03-Nuevas canciones (1917-1930),,(Olivo del camino),III,,"Busqué tu rama verde el suplicante
para el templo de un dios, árbol sombrío;
Demeter jadeante
pose a tu sombra, bajo el sol de estío.

Que reflorezca el día
en que la diosa huyó del ancho Urano,
cruzó la espalda de la mar bravía,
llegó a la tierra en que madura el grano,
y en su querida Eleusis, fatigada,
sentóse a reposar junto al camino,
ceñido el peplo, yerta la mirada,
lleno de angustia el corazón divino...
Bajo tus ramas, viejo olivo, quiero
un día recordar del sol de Homero.",CLIII,153,,,,,,,,,
50404,Antonio Machado,03-Nuevas canciones (1917-1930),,(Olivo del camino),IV,,"Al palacio de un rey llegó la dea,
sólo divina en el mirar sereno,
ocultando su forma gigantea
de joven talle y de redondo seno,
trocado el manto azul por burda lana,
como sierva propicia a la tarea
de humilde oficio con que el pan se gana.

De Keleos la esposa venerable,
que daba al hijo en su vejez nacido,
a Demofón, un pecho miserable,
la reina de los bucles de ceniza,
del niño bien amado
a Deméter tomó para nodriza.
Y el niño floreció como criado
en brazos de una diosa,
o en las selvas feraces,
—así el bastardo de Afrodita hermosa—
al seno de las ninfas montaraces.",CLIII,153,,,,,,,,,
50405,Antonio Machado,03-Nuevas canciones (1917-1930),,(Olivo del camino),V,,"Mas siempre el ceño maternal espía,
y una noche, celando a la extranjera,
vió la reina una llama. En roja hoguera,
a Demofon, el príncipe lozano,
Demeter impasible revolvía,
y al cuello, al torso, al vientre, con su mano
una sierpe de fuego le ceñía.
Del regio lecho, en la aromada alcoba,
saltó la madre; al corredor sombrío
salió gritando, aullando, como loba
herida en las entrañas: ¡hijo mío!",CLIII,153,,,,,,,,,
50406,Antonio Machado,03-Nuevas canciones (1917-1930),,(Olivo del camino),VI,,"Deméter la miró con faz severa.
-Tal es, raza mortal, tu cobardía.
Mi llama el fuego de los dioses era.
Y al niño, que en sus brazos sonreía:
Yo soy Demeter que los frutos grana,
¡oh príncipe nutrido por mi aliento,
y en mis brazos más rojo que manzana
madurada en otoño al sol y al viento!...
Vuelve al halda materna, y tu nodriza
no olvides, Demofon, que fué una diosa;
ella trocó en maciza
tu floja carne y la tiñó de rosa,
y te dió el ancho torso, el brazo fuerte,
y más te quiso dar y más te diera:
con la llama que libra de la muerte,
la eterna juventud por compañera.",CLIII,153,,,,,,,,,
50407,Antonio Machado,03-Nuevas canciones (1917-1930),,(Olivo del camino),VII,,"La madre de la bella Proserpina
trocó en moreno grano,
para el sabroso pan de blanca harina,
aguas de abril y soles del verano.

Trigales y trigales ha corrido
la rubia diosa de la hoz dorada,
y del campo a las eras del ejido,
con sus montes de mies agavillada,
llegaron los huesudos bueyes rojos,
la testa dolorida al yugo atada,
y con la tarde ubérrima en los ojos.

De segados trigales y alcaceles
hizo el fuego sequizos rastrojales;
en el huerto rezuma el higo mieles,
cuelga la oronda pera en los perales,
hay en las vides rubios moscateles,
y racimos de rosa en los parrales
que festonan la blanca almacería
de los huertos. Ya irá de glauca a bruna,
por llano, loma, alcor y serranía,
de los verdes olivos la aceituna...

Tu fruto, ¡oh polvoriento del camino
árbol ahito de la estiva llama!,
no estrujarán las piedras del molino,
aguardará la fiesta, en la alta rama,
del alegre zorzal, o el estornino
lo llevará en su pico, alborozado.

Que en tu ramaje luzca, árbol sagrado,
bajo la luna llena,
el ojo encandilado
del buho insomne de la sabia Atena.

Y que la diosa de la hoz bruñida
y de la adusta frente
materna sed y angustia de uranida
traiga a tu sombra, olivo de la fuente.

Y con tus ramas la divina hoguera
encienda en un hogar del campo mío,
por donde tuerce perezoso un río
que toda la campiña hace ribera,
antes que un pueblo, hacia la mar, navío.",CLIII,153,,,,,,,,,
